OrderNumber,ShippingAddress,Order,AccountNumber,CartNumber
8005018,"Lombard, IL 60148",Processing,10001498,22440
8005028,94 North Mill Pond Court,Processing,10001501,22455
8005038,"Navarre, FL 32566",Confirmed,10001504,22470
8005048,649 Country Club Street,Dispatched,10001507,22485
8005058,"Gwynn Oak, MD 21207",Confirmed,10001510,22500
8005068,1 West St.,Dispatched,10001513,22515
8005078,"Grand Rapids, MI 49503",Delivered,10001516,22530
8005088,112 Market Ave.,Confirmed,10001519,22545
8005098,"Allentown, PA 18102",Confirmed,10001522,22560
8005108,74 Paris Hill Street,Confirmed,10001525,22575
8005118,"Augusta, GA 30906",Delivered,10001528,22590
8005128,74 Sherman Street,Delivered,10001531,22605
8005138,"Dyersburg, TN 38024",Delivered,10001534,22620
8005148,34 Brandywine Drive,Processing,10001537,22635
8005158,"Dracut, MA 01826",Confirmed,10001540,22650
8005168,92 Yukon St.,Confirmed,10001543,22665
8005178,"Mount Juliet, TN 37122",Processing,10001546,22680
8005188,45 S. Jefferson Ave.,Confirmed,10001549,22695
8005198,"Lutherville Timonium, MD 21093",Confirmed,10001552,22710
8005208,861 Hanover Court,Delivered,10001555,22725
8005218,"Barrington, IL 60010",Dispatched,10001558,22740
8005228,865 East Snake Hill Street,Processing,10001561,22755
8005238,"Rolling Meadows, IL 60008",Confirmed,10001564,22770
8005248,72 St Louis St.,Confirmed,10001567,22785
8005258,"Holland, MI 49423",Dispatched,10001570,22800
8005268,8380 East Sycamore Ave.,Confirmed,10001573,22815
8005278,"Minot, ND 58701",Delivered,10001576,22830
8005288,9067 Willow St.,Processing,10001579,22845
8005298,"Sandusky, OH 44870",Delivered,10001582,22860
8005308,4 Corona Road,Delivered,10001585,22875
8005318,"Desoto, TX 75115",Confirmed,10001588,22890
8005328,8260 Glenridge Court,Confirmed,10001591,22905
8005338,"Bolingbrook, IL 60440",Delivered,10001594,22920
8005348,9664 Marlborough Street,Processing,10001597,22935
8005358,"Skokie, IL 60076",Processing,10001600,22950
8005368,56 Brickyard Dr.,Delivered,10001603,22965
8005378,"La Vergne, TN 37086",Dispatched,10001606,22980
8005388,977 W. Marlborough Lane,Confirmed,10001609,22995
8005398,"Irvington, NJ 07111",Processing,10001612,23010
8005408,8165 Birchwood Rd.,Confirmed,10001615,23025
8005418,"South Bend, IN 46614",Confirmed,10001618,23040
8005428,784 S. Central Street,Processing,10001621,23055
8005438,"Lake In The Hills, IL 60156",Processing,10001624,23070
8005448,498 W. St Margarets Dr.,Processing,10001627,23085
8005458,"Spartanburg, SC 29301",Delivered,10001630,23100
8005468,287 Gonzales St.,Dispatched,10001633,23115
8005478,"Norristown, PA 19401",Dispatched,10001636,23130
8005488,35 8th Street,Delivered,10001639,23145
8005498,"Danbury, CT 06810",Delivered,10001642,23160
8005508,325 Fieldstone St.,Processing,10001645,23175
8005518,"Spring Hill, FL 34608",Delivered,10001648,23190
8005528,84 Valley Farms Street,Dispatched,10001651,23205
8005538,"Lincoln Park, MI 48146",Delivered,10001654,23220
8005548,8253 East Glen Ridge Street,Processing,10001657,23235
8005558,"Dover, NH 03820",Delivered,10001660,23250
8005568,9565 Beechwood Street,Processing,10001663,23265
8005578,"Amityville, NY 11701",Processing,10001666,23280
8005588,759 Prairie Court,Dispatched,10001669,23295
8005598,"Oceanside, NY 11572",Dispatched,10001672,23310
8005608,3 Glen Creek Court,Confirmed,10001675,23325
8005618,"Ithaca, NY 14850",Dispatched,10001678,23340
8005628,210 Cardinal Ave.,Processing,10001681,23355
8005638,"Bronx, NY 10451",Confirmed,10001684,23370
8005648,238 Ketch Harbour Street,Dispatched,10001687,23385
8005658,"Alpharetta, GA 30004",Delivered,10001690,23400
8005668,44 Country Club St.,Confirmed,10001693,23415
8005678,"Glendora, CA 91740",Delivered,10001696,23430
8005688,9230 Grand Street,Delivered,10001699,23445
8005698,"Centereach, NY 11720",Processing,10001702,23460
8005708,595 Anderson Ave.,Dispatched,10001705,23475
8005718,"Hobart, IN 46342",Delivered,10001708,23490
8005728,6 West Miller Rd.,Processing,10001711,23505
8005738,"Beloit, WI 53511",Dispatched,10001714,23520
8005748,7458 Wilson St.,Delivered,10001717,23535
8005758,"Marcus Hook, PA 19061",Dispatched,10001720,23550
8005768,47 Devonshire Ave.,Confirmed,10001723,23565
8005778,"Charlotte, NC 28205",Processing,10001726,23580
8005788,8878 Oak Valley Dr.,Delivered,10001729,23595
8005798,"Horn Lake, MS 38637",Dispatched,10001732,23610
8005808,159 Tanglewood Drive,Delivered,10001735,23625
8005818,"Joliet, IL 60435",Confirmed,10001738,23640
8005828,345 West Ave.,Confirmed,10001741,23655
8005838,"Cartersville, GA 30120",Dispatched,10001744,23670
8005848,29 Roehampton Dr.,Delivered,10001747,23685
8005858,"Edison, NJ 08817",Processing,10001750,23700
8005868,9624B West Dunbar Street,Delivered,10001753,23715
8005878,"West Palm Beach, FL 33404",Confirmed,10001756,23730
8005888,3 Edgefield Street,Dispatched,10001759,23745
8005898,"Maryville, TN 37803",Processing,10001762,23760
8005908,56 Wilson St.,Delivered,10001765,23775
8005918,"Kingsport, TN 37660",Processing,10001768,23790
8005928,33 Lake View St.,Delivered,10001771,23805
8005938,"Scotch Plains, NJ 07076",Dispatched,10001774,23820
8005948,7823 Forest Circle,Delivered,10001777,23835
8005958,"Burke, VA 22015",Dispatched,10001780,23850
8005968,9526 Addison Dr.,Confirmed,10001783,23865
8005978,"Barberton, OH 44203",Confirmed,10001786,23880
8005988,8587 Manor Station Street,Delivered,10001789,23895
8005998,"Suffolk, VA 23434",Confirmed,10001792,23910
8006008,79 Locust Street,Processing,10001795,23925
8006018,"Hoboken, NJ 07030",Dispatched,10001798,23940
8006028,25 Laurel Dr.,Processing,10001801,23955
8006038,"De Pere, WI 54115",Delivered,10001804,23970
8006048,19 Glen Ridge St.,Confirmed,10001807,23985
8006058,"Manchester Township, NJ 08759",Processing,10001810,24000
8006068,225 N. Newport Drive,Processing,10001813,24015
8006078,"Clermont, FL 34711",Confirmed,10001816,24030
8006088,2335 Canton Hwy #6,Dispatched,10001819,24045
8006098,6 Arch St #9757,Dispatched,10001822,24060
8006108,9547 Belmont Rd #21,Delivered,10001825,24075
8006118,73 Pittsford Victor Rd,Delivered,10001828,24090
8006128,447 Commercial St Se,Dispatched,10001831,24105
8006138,47 Garfield Ave,Delivered,10001834,24120
8006148,3 Mill Rd,Delivered,10001837,24135
8006158,136 W Grand Ave #3,Delivered,10001840,24150
8006168,80 Maplewood Dr #34,Delivered,10001843,24165
8006178,58 Hancock St,Processing,10001846,24180
8006188,808 Calle De Industrias,Processing,10001849,24195
8006198,2859 Dorsett Rd,Delivered,10001852,24210
8006208,6857 Wall St,Processing,10001855,24225
8006218,169 Journal Sq,Confirmed,10001858,24240
8006228,3 E 31st St #77,Confirmed,10001861,24255
8006238,7 N Dean St,Delivered,10001864,24270
8006248,85 S State St,Processing,10001867,24285
8006258,100 Main St,Processing,10001870,24300
8006268,6185 Bohn St #72,Delivered,10001873,24315
8006278,2 Sutton Pl S #5727,Processing,10001876,24330
8006288,1534 Sidco Dr,Delivered,10001879,24345
8006298,4207 Leon Rd,Processing,10001882,24360
8006308,7564 N Academy Ave,Dispatched,10001885,24375
8006318,88 E Saint Elmo Rd,Processing,10001888,24390
8006328,75 Westchester Ave,Confirmed,10001891,24405
8006338,89 W 35th St #1,Dispatched,10001894,24420
8006348,1 Norris Ave #4095,Processing,10001897,24435
8006358,5174 Interstate 45 N,Confirmed,10001900,24450
8006368,765 Rock Island Rd,Confirmed,10001903,24465
8006378,7979 33  191,Processing,10001906,24480
8006388,202 Madison Ave,Dispatched,10001909,24495
8006398,56 Corporate Dr,Dispatched,10001912,24510
8006408,37 Us Highway 12e E #6,Dispatched,10001915,24525
8006418,6734 W Jackson Blvd,Processing,10001918,24540
8006428,7 Tomahawk Dr,Dispatched,10001921,24555
8006438,1 Vernon Blvd,Delivered,10001924,24570
8006448,2726 Franklin Hill Rd,Confirmed,10001927,24585
8006458,6335 Fort Myer Dr,Dispatched,10001930,24600
8006468,220 Old Us Highway 441,Dispatched,10001933,24615
8006478,77 Central Pky N,Processing,10001936,24630
8006488,781 Alabama Ave,Delivered,10001939,24645
8006498,22 Dearborn St,Dispatched,10001942,24660
8006508,21 E 64th Ave,Delivered,10001945,24675
8006518,9 N Central Ave,Confirmed,10001948,24690
8006528,38 Douglas Rd E #39,Dispatched,10001951,24705
8006538,4929 Sidney St #8276,Confirmed,10001954,24720
8006548,4936 Walcott Rd,Processing,10001957,24735
8006558,6760 E Fayette St #9,Confirmed,10001960,24750
8006568,6638 S Webster St #491,Confirmed,10001963,24765
8006578,4465 James St,Confirmed,10001966,24780
8006588,8721 Everett Rd,Processing,10001969,24795
8006598,6 E Kingsbridge Rd,Dispatched,10001972,24810
8006608,920 Union Blvd,Delivered,10001975,24825
8006618,5 Secaucus Rd,Dispatched,10001978,24840
8006628,646 9th St,Delivered,10001981,24855
8006638,864 Aupuni St,Processing,10001984,24870
8006648,9390 Fortin Dr,Dispatched,10001987,24885
8006658,4 Newark St,Dispatched,10001990,24900
8006668,8 J St,Delivered,10001993,24915
8006678,394 Dice Rd #861,Delivered,10001996,24930
8006688,92 W 39th St #9990,Confirmed,10001999,24945
8006698,9 N Monroe St,Processing,10002002,24960
8006708,2 Global Rd,Confirmed,10002005,24975
8006718,23 E Wacker Dr #64,Processing,10002008,24990
8006728,1 Nw 167th St,Delivered,10002011,25005
8006738,1 Frontage Rd,Confirmed,10002014,25020
8006748,5 Columbia,Delivered,10002017,25035
8006758,14 E 30th St,Confirmed,10002020,25050
8006768,8 Commercial Ave,Processing,10002023,25065
8006778,41 Drive  Hwy 54s S,Delivered,10002026,25080
8006788,6601 Park Ave #9924,Delivered,10002029,25095
8006798,4184 E 142nd St,Processing,10002032,25110
8006808,1 El Camino Ave #39,Processing,10002035,25125
8006818,10 Midway Dr,Processing,10002038,25140
8006828,2 Cottman Ave,Confirmed,10002041,25155
8006838,8926 E 119th St #9,Processing,10002044,25170
8006848,191 Richland St #5,Confirmed,10002047,25185
8006858,8 E 92nd St,Dispatched,10002050,25200
8006868,283 Andover St,Delivered,10002053,25215
8006878,764 Louisville Plac,Dispatched,10002056,25230
8006888,59 W Jackson Blvd #11,Delivered,10002059,25245
8006898,712 N 5th St,Delivered,10002062,25260
8006908,6 L St #1761,Confirmed,10002065,25275
8006918,6126 E 14th St #6,Delivered,10002068,25290
8006928,865 Ponce De Leon Blvd,Confirmed,10002071,25305
8006938,896 Pershing Ave,Processing,10002074,25320
8006948,178 Riverdale Rd,Processing,10002077,25335
8006958,4 Pedretti Ave #2,Dispatched,10002080,25350
8006968,4 W Sedgley Ave,Delivered,10002083,25365
8006978,31 E Middlefield Rd #8555,Dispatched,10002086,25380
8006988,7662 Us Highway 46 #9003,Delivered,10002089,25395
8006998,1 Park Ave,Dispatched,10002092,25410
8007008,2782 Midland Ave,Confirmed,10002095,25425
8007018,3 Federal Blvd,Delivered,10002098,25440
8007028,485 Rolling Rd,Confirmed,10002101,25455
8007038,6605 Federal St,Delivered,10002104,25470
8007048,505 E 9mile Rd,Confirmed,10002107,25485
8007058,32 Rocklyn Ave,Dispatched,10002110,25500
8007068,2953 5th Ave #27,Processing,10002113,25515
8007078,133 Us Highway 206,Dispatched,10002116,25530
8007088,1 Pershing Ave,Processing,10002119,25545
8007098,402 Santa Isabel Ave,Processing,10002122,25560
8007108,86 Shady Run Rd,Dispatched,10002125,25575
8007118,4 Collier Rd Nw,Delivered,10002128,25590
8007128,940 E Jefferson Ave,Dispatched,10002131,25605
8007138,7753 W 8th,Processing,10002134,25620
8007148,53 6  17 M At Bradleys,Delivered,10002137,25635
8007158,103 Madison Ave,Confirmed,10002140,25650
8007168,8788 E 64th Ave,Dispatched,10002143,25665
8007178,831 Vanowen St #5,Confirmed,10002146,25680
8007188,661 Pitkin Ave,Dispatched,10002149,25695
8007198,3 Avenue Rt 295 #199,Processing,10002152,25710
8007208,709 W Waters Ave,Confirmed,10002155,25725
8007218,27 Spring St,Processing,10002158,25740
8007228,9 Court St,Processing,10002161,25755
8007238,82 Westminster Blvd,Confirmed,10002164,25770
8007248,5039 Coffee Rd,Confirmed,10002167,25785
8007258,9 E Thayer Ave #3,Dispatched,10002170,25800
8007268,1 Highland Ave,Processing,10002173,25815
8007278,7 E 1st St,Dispatched,10002176,25830
8007288,652 5th Ave,Processing,10002179,25845
8007298,162 Sunrise Plz,Processing,10002182,25860
8007308,300 Congers Rd #77,Confirmed,10002185,25875
8007318,78 152nd Ave #4179,Processing,10002188,25890
8007328,956 Sierra Ave,Dispatched,10002191,25905
8007338,4696 Alewa Dr,Delivered,10002194,25920
8007348,732 Congress St,Delivered,10002197,25935
8007358,863 E Mcdowell Rd,Delivered,10002200,25950
8007368,82 Us Highway 111,Confirmed,10002203,25965
8007378,8868 S Arroyo Pkwy #996,Processing,10002206,25980
8007388,25 Keystone Xing,Dispatched,10002209,25995
8007398,491 Main St #893,Dispatched,10002212,26010
8007408,523 Spencerville Ct,Delivered,10002215,26025
8007418,515 S Main St,Delivered,10002218,26040
8007428,147 E Centre St,Confirmed,10002221,26055
8007438,989 Wyatt Dr #7,Processing,10002224,26070
8007448,9891 Main St,Confirmed,10002227,26085
8007458,1657 N Green St,Processing,10002230,26100
8007468,6437 Date Palm Dr,Processing,10002233,26115
8007478,1062 Rd,Delivered,10002236,26130
8007488,73 Madison Ave,Delivered,10002239,26145
8007498,344 Lyndon St,Dispatched,10002242,26160
8007508,3986 Home Life,Delivered,10002245,26175
8007518,68 Dd N #1,Confirmed,10002248,26190
8007528,27 7th St,Delivered,10002251,26205
8007538,8 Maynesboro St,Processing,10002254,26220
8007548,7 State St #1,Dispatched,10002257,26235
8007558,21 N 14th St,Delivered,10002260,26250
8007568,45 W 21st St,Confirmed,10002263,26265
8007578,93 Law Dr,Delivered,10002266,26280
8007588,976 Cozycroft Ave,Confirmed,10002269,26295
8007598,611 S 2nd St,Processing,10002272,26310
8007608,3780 Ronson Rd,Confirmed,10002275,26325
8007618,5 W Irving Park Rd,Delivered,10002278,26340
8007628,48 Bernardo Cent,Confirmed,10002281,26355
8007638,45 S Wells Ave,Dispatched,10002284,26370
8007648,960 Deming Way,Confirmed,10002287,26385
8007658,462 2nd St,Dispatched,10002290,26400
8007668,269 Commercial Dr,Dispatched,10002293,26415
8007678,8 Commercial Blvd #9,Dispatched,10002296,26430
8007688,739 Stockton Ave,Dispatched,10002299,26445
8007698,60 Sunrise Ave,Confirmed,10002302,26460
8007708,575 Washington St,Dispatched,10002305,26475
8007718,4634 Anania Dr,Dispatched,10002308,26490
8007728,24 Sw Bridgeport Rd,Dispatched,10002311,26505
8007738,419 N Dixboro Rd #8,Confirmed,10002314,26520
8007748,1 W Sierra Madre Blvd #9985,Processing,10002317,26535
8007758,9 W Jackson Blvd,Confirmed,10002320,26550
8007768,4974 Rockburn Hill Rd #3,Confirmed,10002323,26565
8007778,8545 S Westshore Blvd,Delivered,10002326,26580
8007788,258 S Ash Ave,Confirmed,10002329,26595
8007798,1 W Green Bay St,Processing,10002332,26610
8007808,8 Sylvan Ave,Delivered,10002335,26625
8007818,9 Clove Rd,Dispatched,10002338,26640
8007828,10 Canal St,Delivered,10002341,26655
8007838,62 N 3rd St,Processing,10002344,26670
8007848,2607 Market St,Confirmed,10002347,26685
8007858,62 15th Ave #63,Processing,10002350,26700
8007868,1 Clairemont Mesa Blvd,Confirmed,10002353,26715
8007878,6 N Water St,Delivered,10002356,26730
8007888,1 S Kresson St,Dispatched,10002359,26745
8007898,4 S 4th St,Dispatched,10002362,26760
8007908,326 Witherspoon St,Processing,10002365,26775
8007918,66 Hoffman St,Confirmed,10002368,26790
8007928,185 Davis St,Dispatched,10002371,26805
8007938,20 Simpson Ferry Rd,Processing,10002374,26820
8007948,7821 16th St Nw,Dispatched,10002377,26835
8007958,9 Pulaski Park Dr #7,Processing,10002380,26850
8007968,63 Baronne St,Delivered,10002383,26865
8007978,74 Chestnut St,Dispatched,10002386,26880
8007988,4 Smith St #5,Dispatched,10002389,26895
8007998,4298 E Drinker St,Dispatched,10002392,26910
8008008,80 S 33rd Pl,Dispatched,10002395,26925
8008018,935 S Padre Island Dr,Delivered,10002398,26940
8008028,3 B Main #117,Delivered,10002401,26955
8008038,779 Moore St,Dispatched,10002404,26970
8008048,14 Van Buren St,Processing,10002407,26985
8008058,7 N Us Highway 67 #96,Confirmed,10002410,27000
8008068,31 Mechanic St #9839,Confirmed,10002413,27015
8008078,881 Route 38,Processing,10002416,27030
8008088,6 Monard Dr,Confirmed,10002419,27045
8008098,18 Cowesett Ave,Delivered,10002422,27060
8008108,684 Albion Rd,Processing,10002425,27075
8008118,8700 S Jefferson Rd #676,Dispatched,10002428,27090
8008128,4407 Chestnut Ridge Dr,Processing,10002431,27105
8008138,13 Midway Pl,Confirmed,10002434,27120
8008148,253 Hamilton Ave #1684,Processing,10002437,27135
8008158,8 W 41st Ave,Confirmed,10002440,27150
8008168,559 Bridge Plz,Processing,10002443,27165
8008178,196 Touhy Ave,Confirmed,10002446,27180
8008188,6 W Lincoln Ave,Delivered,10002449,27195
8008198,7071 E 7th St #56,Confirmed,10002452,27210
8008208,784 Packerland Dr,Processing,10002455,27225
8008218,7823 N 36th Ave,Processing,10002458,27240
8008228,35 Milnor St,Processing,10002461,27255
8008238,7 Saint Nicholas Ave,Confirmed,10002464,27270
8008248,87 Spencerville Ct #2,Processing,10002467,27285
8008258,87 W 32nd St,Dispatched,10002470,27300
8008268,70 W Main St,Confirmed,10002473,27315
8008278,3208 W Touhy Ave,Processing,10002476,27330
8008288,7 Airway Cir,Processing,10002479,27345
8008298,54 Whitaker Way,Confirmed,10002482,27360
8008308,4945 Progress Dr,Delivered,10002485,27375
8008318,658 W 30th St,Delivered,10002488,27390
8008328,8 E 9mile Rd #697,Confirmed,10002491,27405
8008338,7 Ryan Industrial Ct,Delivered,10002494,27420
8008348,7 Mccrea St,Delivered,10002497,27435
8008358,7 Mcwhorter Rd,Dispatched,10002500,27450
8008368,572 Simpson St,Delivered,10002503,27465
8008378,3493 Camino Ruiz,Confirmed,10002506,27480
8008388,2052 E Semoran Blvd,Dispatched,10002509,27495
8008398,9 Main St,Confirmed,10002512,27510
8008408,538 Fayetteville Street Mall,Dispatched,10002515,27525
8008418,9875 Sheafe Rd,Dispatched,10002518,27540
8008428,269 Distribution Way,Processing,10002521,27555
